id,CountyName,StateName,geocentroid,popcentroid,difference,area,population,WeightedDifference
12131,Walton,Florida,"30.64256083,-86.16852767","30.583729,-86.190665",6859,2687.44,55043,132.3
48371,Pecos,Texas,"30.77998253,-102.7218566","30.898458,-102.790862",14700.5,12338.31,15507,132.3
29029,Camden,Missouri,"38.0252987,-92.76494111","38.072828,-92.749496",5447,1698.83,44002,132.2
17187,Warren,Illinois,"40.84924895,-90.61474156","40.890638,-90.636371",4944.8,1404.82,17707,131.9
54079,Putnam,West Virginia,"38.50821334,-81.90823777","38.475729,-81.926568",3944.6,895.28,55486,131.8
46111,Sanborn,South Dakota,"44.02345804,-98.09105662","44.006288,-98.149484",5058.6,1474.53,2355,131.7
51187,Warren,Virginia,"38.91330649,-78.21151157","38.925068,-78.179261",3086.7,552.87,37575,131.3
19041,Clay,Iowa,"43.08247182,-95.15096481","43.127315,-95.159571",5030.9,1469.14,16667,131.3
06029,Kern,California,"35.34275347,-118.7298169","35.372968,-118.936004",19037.6,21061.56,839631,131.2
19127,Marshall,Iowa,"42.03586837,-92.9990819","42.031353,-92.938421",5048.1,1482.77,40648,131.1
51061,Fauquier,Virginia,"38.73600877,-77.81197823","38.696041,-77.777194",5370.1,1676.89,65203,131.1
51730,Petersburg,Virginia,"37.21251063,-77.40795011","37.210514,-77.396848",1010.1,59.39,32420,131.1
42103,Pike,Pennsylvania,"41.33029794,-75.03147346","41.302232,-74.985987",4921.5,1411.44,57369,131
39023,Clark,Ohio,"39.91656568,-83.78512712","39.927147,-83.832287",4199.4,1029.45,138333,130.9
18183,Whitley,Indiana,"41.13748552,-85.50945143","41.163144,-85.47848",3857.4,869.12,33292,130.8
26035,Clare,Michigan,"43.98792518,-84.84808471","43.945731,-84.826409",5000.6,1461.57,30926,130.8
26027,Cass,Michigan,"41.9153958,-85.99399043","41.891974,-86.040589",4660.2,1269.25,52293,130.8
31117,McPherson,Nebraska,"41.56797234,-101.0599097","41.57331,-100.986347",6164.1,2224.74,539,130.7
48321,Matagorda,Texas,"28.85540935,-95.9808717","28.915316,-96.002899",6978.7,2849.7,36702,130.7
72009,Aibonito,Puerto Rico,"18.13206566,-66.25830885","18.13694,-66.268194",1177,81.1,25900,130.7
21041,Carroll,Kentucky,"38.67105351,-85.1121234","38.668554,-85.139328",2383.8,332.99,10811,130.6
47145,Roane,Tennessee,"35.84614704,-84.52241722","35.882073,-84.524136",3989.2,934.23,54181,130.5
13293,Upson,Georgia,"32.87946978,-84.30143085","32.907469,-84.324382",3775.4,837.7,27153,130.4
46037,Day,South Dakota,"45.36856364,-97.60570302","45.364549,-97.520104",6720.9,2662.17,5710,130.3
21189,Owsley,Kentucky,"37.4255635,-83.68364789","37.452097,-83.684099",2945.1,511.28,4755,130.2
27127,Redwood,Minnesota,"44.40236237,-95.2541365","44.43888,-95.195158",6207,2275.49,16059,130.1
05121,Randolph,Arkansas,"36.34273912,-91.02509803","36.304758,-90.98842",5348.8,1689.17,17969,130.1
01089,Madison,Alabama,"34.76267618,-86.55163056","34.746392,-86.613232",5922.5,2076.12,334811,130
51099,King George,Virginia,"38.27625872,-77.13713928","38.291254,-77.162858",2798.9,465.26,23584,129.8
27039,Dodge,Minnesota,"44.02232636,-92.86226882","44.02998,-92.808798",4370.3,1137.72,20087,129.6
42111,Somerset,Pennsylvania,"39.97122642,-79.02765584","40.031352,-79.010484",6835.2,2782.62,77742,129.6
40129,Roger Mills,Oklahoma,"35.68785277,-99.69428084","35.633256,-99.654582",7043.9,2955.53,3647,129.6
31137,Phelps,Nebraska,"40.51140744,-99.41390321","40.468151,-99.406756",4841.4,1398.05,9188,129.5
13309,Wheeler,Georgia,"32.12275557,-82.7256666","32.146558,-82.751307",3580.4,765.3,7421,129.4
46057,Hamlin,South Dakota,"44.67385954,-97.18829593","44.647395,-97.142214",4691.1,1313.72,5903,129.4
37181,Vance,North Carolina,"36.36064791,-78.4079682","36.331178,-78.402101",3312.3,656.61,45422,129.3
39167,Washington,Ohio,"39.45691024,-81.49233486","39.41251,-81.512663",5230.9,1636.8,61778,129.3
51530,Buena Vista,Virginia,"37.73191425,-79.35791881","37.734133,-79.352493",538,17.36,6650,129.1
46075,Jones,South Dakota,"43.96051949,-100.6909861","43.902516,-100.697764",6467.8,2511.45,1006,129.1
21067,Fayette,Kentucky,"38.03563649,-84.46165827","38.020523,-84.496639",3499.6,734.65,295803,129.1
12007,Bradford,Florida,"29.95218153,-82.16507425","29.953429,-82.128192",3563,761.36,28520,129.1
26077,Kalamazoo,Michigan,"42.24535597,-85.53055644","42.26348,-85.584896",4915.3,1454.69,250331,128.9
53013,Columbia,Washington,"46.29944883,-117.9062632","46.325941,-117.975741",6108.3,2249.74,4078,128.8
39011,Auglaize,Ohio,"40.55985874,-84.22444267","40.545245,-84.269481",4145.6,1039.58,45949,128.6
20119,Meade,Kansas,"37.23874207,-100.3648537","37.292089,-100.394216",6468.1,2533.24,4575,128.5
29105,Laclede,Missouri,"37.65931932,-92.59103942","37.669645,-92.65456",5720.5,1980.61,35571,128.5
48255,Karnes,Texas,"28.90702252,-97.85957618","28.856195,-97.864151",5651.1,1936.16,14824,128.4
17029,Coles,Illinois,"39.51949084,-88.22358557","39.487297,-88.258277",4656,1316.47,53873,128.3
47017,Carroll,Tennessee,"35.97365047,-88.45191108","36.018048,-88.464475",5054.9,1552.06,28522,128.3
29121,Macon,Missouri,"39.83049768,-92.56453089","39.798522,-92.51033",5843.2,2075.17,15566,128.3
48183,Gregg,Texas,"32.47867722,-94.81953912","32.49808,-94.79133",3414.6,707.85,121730,128.3
19109,Kossuth,Iowa,"43.20411962,-94.20692441","43.147016,-94.22057",6440.3,2519.33,15543,128.3
40149,Washita,Oklahoma,"35.28985682,-98.99080086","35.313031,-99.056867",6535.8,2598.19,11629,128.2
15001,Hawaii,Hawaii,"19.60123506,-155.5211676","19.672837,-155.421895",13085.9,10433.55,185079,128.1
13021,Bibb,Georgia,"32.80301325,-83.69189106","32.832049,-83.687184",3250.1,646.88,155547,127.8
17141,Ogle,Illinois,"42.04123262,-89.32232135","42.028653,-89.256098",5658.9,1964.7,53497,127.7
55115,Shawano,Wisconsin,"44.78891186,-88.76377037","44.787648,-88.68623",6137.9,2313.01,41949,127.6
36087,Rockland,New York,"41.15160037,-74.02446621","41.127623,-74.019039",2701.5,449.49,311687,127.4
32017,Lincoln,Nevada,"37.64368486,-114.8767378","37.6903,-114.644504",21132.7,27539.87,5345,127.3
13249,Schley,Georgia,"32.2639439,-84.31650483","32.241549,-84.306781",2647.1,432.28,5010,127.3
12039,Gadsden,Florida,"30.57633502,-84.62270885","30.59828,-84.581397",4649.6,1337.29,46389,127.1
29107,Lafayette,Missouri,"39.06603223,-93.78218002","39.056329,-93.840082",5126,1627.63,33381,127.1
21079,Garrard,Kentucky,"37.64408257,-84.54104466","37.649333,-84.575557",3101,595.9,16912,127
22037,East Feliciana,Louisiana,"30.84447947,-91.04870502","30.826843,-91.089224",4341.6,1174.33,20267,126.7
02290,Yukon-Koyukuk,Alaska,"65.50874295,-151.3900346","65.010262,-152.550423",77636.4,376855.66,5588,126.5
21231,Wayne,Kentucky,"36.80304776,-84.82219656","36.837888,-84.844614",4353.1,1186.65,20813,126.4
39063,Hancock,Ohio,"40.99948335,-83.66128886","41.039056,-83.641951",4686,1376.21,74782,126.3
18181,White,Indiana,"40.74710394,-86.86319292","40.755698,-86.810306",4567.2,1308.27,24643,126.3
22091,St. Helena,Louisiana,"30.82146698,-90.71310212","30.788338,-90.693879",4107.8,1057.76,11203,126.3
47113,Madison,Tennessee,"35.60936463,-88.84062453","35.650005,-88.822589",4796,1442.93,98294,126.3
05075,Lawrence,Arkansas,"36.04245689,-91.10834359","36.070224,-91.065733",4922.6,1521.91,17415,126.2
48445,Terry,Texas,"33.17402785,-102.3354521","33.183905,-102.271641",6051.3,2302.08,12651,126.1
36071,Orange,New York,"41.40249876,-74.30718413","41.422034,-74.243059",5783.8,2102.26,372813,126.1
39031,Coshocton,Ohio,"40.30244499,-81.91974487","40.290804,-81.86512",4820.9,1460.53,36901,126.1
17131,Mercer,Illinois,"41.20682858,-90.74364408","41.214043,-90.687167",4803.9,1453.51,16434,126
32033,White Pine,Nevada,"39.44222177,-114.9028277","39.273238,-114.862381",19082.1,22987.82,10030,125.9
48423,Smith,Texas,"32.37652849,-95.269139","32.326711,-95.297792",6147.7,2386.55,209714,125.8
47183,Weakley,Tennessee,"36.29899687,-88.71985692","36.292721,-88.773558",4873.7,1503.14,35021,125.7
20127,Morris,Kansas,"38.6889348,-96.64897428","38.698154,-96.588826",5332,1800.76,5923,125.6
35053,Socorro,New Mexico,"34.00715625,-106.9294864","34.153828,-106.957793",16477.8,17214.82,17866,125.6
36085,Richmond,New York,"40.58072907,-74.15238026","40.588523,-74.137304",1542.1,151.18,468730,125.4
13059,Clarke,Georgia,"33.9519794,-83.35712415","33.950406,-83.380863",2201.3,308.73,116714,125.3
17129,Menard,Illinois,"40.02912575,-89.80538954","39.99726,-89.799507",3573.7,814.39,12705,125.2
45045,Greenville,South Carolina,"34.89104872,-82.36787899","34.847691,-82.335536",5646.4,2033.45,451225,125.2
47139,Polk,Tennessee,"35.11966778,-84.52051495","35.125651,-84.565986",4197.6,1125.81,16825,125.1
53023,Garfield,Washington,"46.43357701,-117.5436329","46.476155,-117.576254",5355.5,1840.67,2266,124.8
04001,Apache,Arizona,"35.39628706,-109.4886927","35.577687,-109.41484",21212.7,29001.45,71518,124.6
01029,Cleburne,Alabama,"33.66784376,-85.51760447","33.62977,-85.494315",4743.5,1450.65,14972,124.5
42011,Berks,Pennsylvania,"40.41540576,-75.92572757","40.364226,-75.908729",5863.5,2218.34,411442,124.5
13111,Fannin,Georgia,"34.86601759,-84.31707352","34.901383,-84.313402",3937.7,1001.61,23682,124.4
20139,Osage,Kansas,"38.65227312,-95.72547512","38.698945,-95.711621",5319.4,1827.28,16295,124.4
42083,McKean,Pennsylvania,"41.80952067,-78.57239173","41.865308,-78.583174",6260.7,2536.11,43450,124.3
46021,Campbell,South Dakota,"45.771465,-100.0484","45.802878,-100.101667",5417.3,1900.21,1466,124.3
06099,Stanislaus,California,"37.55804068,-120.9974922","37.619147,-120.955577",7726.7,3871.58,514453,124.2
17037,DeKalb,Illinois,"41.89357747,-88.76997539","41.927172,-88.72946",5022.2,1635.08,105160,124.2
13283,Treutlen,Georgia,"32.40276843,-82.56612636","32.387047,-82.589718",2822.5,516.54,6885,124.2
39089,Licking,Ohio,"40.09226014,-82.48283103","40.05271,-82.515759",5213,1767.67,166492,124
05025,Cleveland,Arkansas,"33.89808625,-92.18782933","33.914989,-92.139146",4877.3,1548.25,8689,124
31011,Boone,Nebraska,"41.70750823,-98.06751027","41.68018,-98.01636",5229.2,1778.17,5505,124
29189,St. Louis,Missouri,"38.64097036,-90.43727997","38.647121,-90.386218",4497.5,1315.2,998954,124
13113,Fayette,Georgia,"33.41033095,-84.49116455","33.427941,-84.512414",2778.7,503.34,106567,123.9
01043,Cullman,Alabama,"34.12799502,-86.87337991","34.162362,-86.831859",5403.4,1903.23,80406,123.9
13175,Laurens,Georgia,"32.46563438,-82.92068148","32.516487,-82.926131",5662.5,2090.89,48434,123.8
39157,Tuscarawas,Ohio,"40.43711498,-81.47217203","40.479556,-81.465322",4748.5,1470.17,92582,123.8
53043,Lincoln,Washington,"47.57564649,-118.418935","47.633857,-118.325118",9573.5,5984.15,10570,123.8
28129,Smith,Mississippi,"32.01712978,-89.50702626","31.971849,-89.506985",5021,1647.89,16491,123.7
18049,Fulton,Indiana,"41.04698361,-86.26245929","41.059389,-86.220078",3820,954.12,20836,123.7
01111,Randolph,Alabama,"33.29153019,-85.45920032","33.257607,-85.427266",4796.5,1503.62,22913,123.7
39051,Fulton,Ohio,"41.60113756,-84.1322161","41.5785,-84.094751",4010,1050.09,42698,123.7
26143,Roscommon,Michigan,"44.33477553,-84.61139146","44.364864,-84.649836",4535.9,1345.85,24449,123.6
47047,Fayette,Tennessee,"35.19569398,-89.41315982","35.203083,-89.470445",5280.8,1825.39,38413,123.6
17055,Franklin,Illinois,"37.99305689,-88.92953749","37.962135,-88.953316",4018,1059.02,39561,123.5
16003,Adams,Idaho,"44.88860588,-116.4497454","44.848619,-116.375947",7332.1,3530.3,3976,123.4
05139,Union,Arkansas,"33.16971351,-92.59255865","33.20687,-92.64508",6400.9,2691.55,41639,123.4
01087,Macon,Alabama,"32.38729004,-85.68942464","32.425739,-85.715007",4896.1,1577,21452,123.3
53037,Kittitas,Washington,"47.12420833,-120.6801322","47.047742,-120.623911",9512.7,5949.9,40915,123.3
22089,St. Charles,Louisiana,"29.91384943,-90.3589876","29.939397,-90.376773",3312,722.82,52780,123.2
09011,New London,Connecticut,"41.48841779,-72.11008536","41.443373,-72.097683",5109,1722.03,274055,123.1
05057,Hempstead,Arkansas,"33.73074457,-93.66764699","33.699647,-93.623587",5345.7,1884.27,22609,123.1
48459,Upshur,Texas,"32.73942382,-94.9392061","32.697983,-94.925153",4780.9,1509.83,39309,123
01059,Franklin,Alabama,"34.44236098,-87.84309474","34.460481,-87.793594",4973.1,1641.59,31704,122.7
48171,Gillespie,Texas,"30.31824095,-98.94676915","30.272524,-98.905778",6421.5,2740.76,24837,122.7
18061,Harrison,Indiana,"38.1965238,-86.11284755","38.233745,-86.097474",4345.4,1254.89,39364,122.7
22003,Allen,Louisiana,"30.65351054,-92.82823118","30.669387,-92.774458",5445.9,1973.17,25764,122.6
29119,McDonald,Missouri,"36.62849336,-94.34859935","36.618064,-94.39808",4574.8,1397.25,23083,122.4
48497,Wise,Texas,"33.2159973,-97.65436026","33.164603,-97.637257",5919,2342.44,59127,122.3
48503,Young,Texas,"33.17659707,-98.68790885","33.166529,-98.625208",5953.9,2368.46,18550,122.3
20059,Franklin,Kansas,"38.56448053,-95.28303576","38.602731,-95.260071",4693.9,1480.84,25992,122
31105,Kimball,Nebraska,"41.19800755,-103.7162724","41.232889,-103.660711",6059.5,2465.27,3821,122
29155,Pemiscot,Missouri,"36.2075453,-89.78528039","36.181794,-89.748715",4356.7,1275.68,18296,122
38043,Kidder,North Dakota,"46.98013867,-99.78013795","46.919486,-99.813669",7209.8,3499.56,2435,121.9
36021,Columbia,New York,"42.24864059,-73.63135875","42.273336,-73.681049",4933,1643.88,63096,121.7
01061,Geneva,Alabama,"31.09535076,-85.83803278","31.09426,-85.788849",4694.2,1487.71,26790,121.7
45039,Fairfield,South Carolina,"34.39143403,-81.11635659","34.361469,-81.073993",5121.6,1777.45,23956,121.5
24013,Carroll,Maryland,"39.55875736,-77.01874039","39.527218,-76.9931",4137.6,1159.27,167134,121.5
13145,Harris,Georgia,"32.734814,-84.91277713","32.699933,-84.895034",4210.8,1201.42,32024,121.5
20003,Anderson,Kansas,"38.21413251,-95.29272815","38.250112,-95.264386",4701.9,1501.28,8102,121.4
22013,Bienville,Louisiana,"32.34566161,-93.05031388","32.388898,-93.080261",5561.7,2101.17,14353,121.3
20177,Shawnee,Kansas,"39.04161561,-95.7574919","39.035591,-95.705467",4553.7,1408.99,177934,121.3
41001,Baker,Oregon,"44.70885995,-117.671495","44.779398,-117.765487",10810,7947.01,16134,121.3
47185,White,Tennessee,"35.92621354,-85.44908707","35.939892,-85.487471",3781.7,975.58,25841,121.1
13077,Coweta,Georgia,"33.35283213,-84.76723934","33.379117,-84.736399",4091.1,1141.9,127317,121.1
28053,Humphreys,Mississippi,"33.1260869,-90.52596131","33.161583,-90.519097",3988.5,1083.89,9375,121.1
48425,Somervell,Texas,"32.2207439,-97.77255696","32.23787,-97.752805",2659.5,482.94,8490,121
28067,Jones,Mississippi,"31.62257551,-89.16895251","31.668673,-89.16512",5124.2,1799.51,67761,120.8
12079,Madison,Florida,"30.44229998,-83.47079452","30.47263,-83.430563",5122,1802.5,19224,120.6
21097,Harrison,Kentucky,"38.44169027,-84.33590625","38.415966,-84.314823",3397.5,793.48,18846,120.6
01127,Walker,Alabama,"33.80433602,-87.30002599","33.834858,-87.253922",5447.9,2049.18,67023,120.3
21153,Magoffin,Kentucky,"37.70024715,-83.06622507","37.729816,-83.056234",3398.1,798.87,13333,120.2
05049,Fulton,Arkansas,"36.38183843,-91.81816176","36.376787,-91.764934",4808.9,1601.12,12245,120.2
05127,Scott,Arkansas,"34.86095752,-94.06671786","34.907145,-94.095905",5777,2311.1,11233,120.2
18033,DeKalb,Indiana,"41.39798296,-84.99894862","41.378214,-85.034285",3681.8,939.71,42223,120.1
48411,San Saba,Texas,"31.15585786,-98.81819172","31.190792,-98.763369",6505.1,2940.41,6131,120
48041,Brazos,Texas,"30.66349054,-96.30277652","30.628865,-96.33059",4673.7,1516.3,194851,120
40123,Pontotoc,Oklahoma,"34.72837661,-96.68515083","34.773665,-96.6714",5179.5,1865.92,37492,119.9
28163,Yazoo,Mississippi,"32.77792244,-90.39836625","32.82849,-90.380241",5859.3,2390.42,28065,119.8
20047,Edwards,Kansas,"37.88765332,-99.31190049","37.914412,-99.354911",4809.5,1610.7,3037,119.8
38041,Hettinger,North Dakota,"46.43376147,-102.4631786","46.448932,-102.544717",6488.8,2932.44,2477,119.8
13089,DeKalb,Georgia,"33.76946067,-84.22424766","33.789813,-84.248029",3154,693.03,691893,119.8
18129,Posey,Indiana,"38.02494529,-87.86490826","38.013245,-87.823041",3899,1060.78,25910,119.7
47083,Houston,Tennessee,"36.2872172,-87.72451842","36.304687,-87.70333",2716.7,518.74,8426,119.3
48287,Lee,Texas,"30.31315839,-96.97278017","30.270012,-96.967301",4812.1,1629.14,16612,119.2
45017,Calhoun,South Carolina,"33.67321401,-80.77926725","33.67638,-80.819428",3740.8,987.18,15175,119.1
21147,McCreary,Kentucky,"36.7349291,-84.48346996","36.715761,-84.446083",3959.7,1105.41,18306,119.1
13129,Gordon,Georgia,"34.50833041,-84.87140226","34.498326,-84.908795",3608.9,921.54,55186,118.9
05027,Columbia,Arkansas,"33.21369786,-93.22649188","33.258045,-93.247459",5292.5,1984.07,24552,118.8
20097,Kiowa,Kansas,"37.55842122,-99.28575863","37.598711,-99.257059",5140.3,1871.63,2553,118.8
39145,Scioto,Ohio,"38.80111583,-82.99367962","38.781629,-82.945444",4716.1,1580.44,79499,118.6
36051,Livingston,New York,"42.72474108,-77.77962842","42.766358,-77.7642",4792.6,1636.26,65393,118.5
12047,Hamilton,Florida,"30.49873854,-82.95230782","30.501534,-82.997218",4322.4,1330.71,14799,118.5
29083,Henry,Missouri,"38.38632503,-93.79349525","38.394758,-93.736873",5034.6,1805.08,22272,118.5
20169,Saline,Kansas,"38.78411235,-97.64947783","38.815777,-97.606733",5113.2,1865.37,55606,118.4
18007,Benton,Indiana,"40.60632664,-87.31080022","40.575066,-87.291433",3839.1,1052.62,8854,118.3
26029,Charlevoix,Michigan,"45.28185202,-85.11120365","45.247029,-85.115158",3882.5,1078.31,25949,118.2
39073,Hocking,Ohio,"39.49637839,-82.4771327","39.522194,-82.446275",3906.1,1091.22,29380,118.2
24510,Baltimore,Maryland,"39.30112158,-76.61070426","39.314892,-76.619614",1711.1,209.64,620961,118.2
54091,Taylor,West Virginia,"39.33761521,-80.03544322","39.337291,-80.064419",2498.4,447.47,16895,118.1
05015,Carroll,Arkansas,"36.33968209,-93.53740252","36.373069,-93.570816",4766.5,1631.92,27446,118
39067,Harrison,Ohio,"40.29321299,-81.09070741","40.308636,-81.050672",3810.3,1042.05,15864,118
19075,Grundy,Iowa,"42.40135749,-92.791344","42.380262,-92.748284",4250,1299.81,12453,117.9
27121,Pope,Minnesota,"45.58606667,-95.44451209","45.629871,-95.43713",4902.5,1734.55,10995,117.7
27057,Hubbard,Minnesota,"47.10849154,-94.9179122","47.057887,-94.934153",5759.4,2397.49,20428,117.6
17035,Cumberland,Illinois,"39.27432336,-88.24016336","39.275965,-88.280887",3518.8,896.2,11048,117.5
47037,Davidson,Tennessee,"36.16835365,-86.77793205","36.140596,-86.74545",4246.2,1305.44,626681,117.5
55079,Milwaukee,Wisconsin,"43.0069701,-87.96690285","43.032865,-87.959548",2938.6,625.23,947735,117.5
30071,Phillips,Montana,"48.25876844,-107.9149769","48.374315,-107.857685",13532.8,13312.63,4253,117.3
48161,Freestone,Texas,"31.70338924,-96.15121153","31.696374,-96.209634",5592.8,2273.33,19816,117.3
48449,Titus,Texas,"33.20989084,-94.96918504","33.175718,-94.966822",3796.4,1051.67,32334,117.1
25013,Hampden,Massachusetts,"42.13397704,-72.63086961","42.125927,-72.575325",4678.8,1598.39,463490,117
21203,Rockcastle,Kentucky,"37.36715022,-84.31520153","37.381612,-84.348396",3349.7,819.85,17056,117
48181,Grayson,Texas,"33.6224736,-96.67757621","33.649485,-96.624643",5752.7,2415.95,120877,117
46115,Spink,South Dakota,"44.93839015,-98.34618553","44.910381,-98.429642",7287.2,3895.15,6415,116.8
42007,Beaver,Pennsylvania,"40.68219244,-80.34875799","40.684545,-80.302592",3911.4,1125.9,170539,116.6
39071,Highland,Ohio,"39.18462096,-83.60510397","39.220062,-83.581988",4412.3,1432.48,43589,116.6
72035,Cayey,Puerto Rico,"18.10869322,-66.14370191","18.118332,-66.151553",1352.3,134.51,48119,116.6
08125,Yuma,Colorado,"40.00263889,-102.4248706","40.069473,-102.486935",9117.6,6123.78,10043,116.5
46023,Charles Mix,South Dakota,"43.20557437,-98.57948261","43.173936,-98.516453",6213.4,2842.48,9129,116.5
17031,Cook,Illinois,"41.83962179,-87.81743206","41.865937,-87.757714",5756.3,2448.38,5194675,116.3
39097,Madison,Ohio,"39.8926127,-83.40289348","39.924376,-83.379953",4035.6,1206.61,43435,116.2
05037,Cross,Arkansas,"35.29456826,-90.77156177","35.252833,-90.775307",4642.9,1596.42,17870,116.2
29125,Maries,Missouri,"38.16178928,-91.92524605","38.171917,-91.878062",4285,1364.87,9176,116
05009,Boone,Arkansas,"36.30823032,-93.09239437","36.267871,-93.099344",4521.8,1528.69,36903,115.7
17049,Effingham,Illinois,"39.05961382,-88.58974013","39.094723,-88.576033",4074.2,1240.03,34242,115.7
42063,Indiana,Pennsylvania,"40.65145227,-79.08650961","40.616037,-79.129455",5354.1,2142,88880,115.7
13109,Evans,Georgia,"32.15682379,-81.88532673","32.169649,-81.907367",2518.9,473.59,11000,115.7
05083,Logan,Arkansas,"35.21664998,-93.71532774","35.227532,-93.768119",4955.5,1834.04,22353,115.7
46005,Beadle,South Dakota,"44.41464276,-98.27861993","44.368344,-98.226727",6600.3,3260.04,17398,115.6
01067,Henry,Alabama,"31.51018969,-85.24071388","31.478593,-85.268828",4405.5,1454.93,17302,115.5
20167,Russell,Kansas,"38.9146774,-98.76247914","38.904508,-98.824959",5535.6,2295.4,6970,115.5
17025,Clay,Illinois,"38.75203771,-88.48425851","38.716132,-88.490134",4018.5,1212.93,13815,115.4
51147,Prince Edward,Virginia,"37.2324422,-78.44349853","37.259323,-78.423416",3474.9,906.39,23368,115.4
27081,Lincoln,Minnesota,"44.4123071,-96.26896768","44.375241,-96.253532",4298.5,1390.19,5896,115.3
39055,Geauga,Ohio,"41.49961446,-81.17919405","41.489615,-81.221561",3708,1036.42,93389,115.2
47095,Lake,Tennessee,"36.34100812,-89.48539493","36.357362,-89.468133",2386.2,429.38,7832,115.2
31087,Hitchcock,Nebraska,"40.1761558,-101.041253","40.211961,-101.006845",4938.7,1838.74,2908,115.2
46097,Miner,South Dakota,"44.02197882,-97.60992207","44.01589,-97.555355",4427.2,1477.1,2389,115.2
72125,San Germn,Puerto Rico,"18.10818088,-67.03949899","18.095948,-67.041386",1368.6,141.15,35527,115.2
13133,Greene,Georgia,"33.58267347,-83.16911197","33.549876,-83.166093",3648.5,1003.45,15994,115.2
20107,Linn,Kansas,"38.21267528,-94.84265122","38.237359,-94.801632",4517.5,1538.61,9656,115.2
47187,Williamson,Tennessee,"35.89410454,-86.89304347","35.920355,-86.85552",4467.3,1508.92,183182,115
39019,Carroll,Ohio,"40.5788829,-81.09513145","40.608318,-81.114892",3671.8,1022.03,28836,114.9
51049,Cumberland,Virginia,"37.50904093,-78.24156774","37.483249,-78.257306",3183,770.42,10052,114.7
08077,Mesa,Colorado,"39.01884476,-108.4657219","39.092851,-108.543768",10636.7,8622,146723,114.6
13193,Macon,Georgia,"32.35800677,-84.0442241","32.325042,-84.038814",3690.9,1037.66,14740,114.6
26131,Ontonagon,Michigan,"46.66464031,-89.31791931","46.720246,-89.2851",6671.7,3396.06,6780,114.5
31121,Merrick,Nebraska,"41.16750673,-98.03445225","41.1312,-98.039353",4053,1255.84,7845,114.4
21065,Estill,Kentucky,"37.69143855,-83.96143089","37.706277,-83.988899",2929.3,655.47,14672,114.4
21025,Breathitt,Kentucky,"37.5230289,-83.33170537","37.520092,-83.37768",4077.2,1275.34,13878,114.2
48419,Shelby,Texas,"31.78929029,-94.14314486","31.823558,-94.180373",5183.1,2060.55,25448,114.2
19053,Decatur,Iowa,"40.73738099,-93.78644482","40.71001,-93.821366",4235.9,1377.57,8457,114.1
42117,Tioga,Pennsylvania,"41.77299272,-77.25528586","41.815409,-77.207281",6173.8,2936.5,41981,113.9
32027,Pershing,Nevada,"40.44045399,-118.4043575","40.34344,-118.294549",14246.8,15634.63,6753,113.9
27085,McLeod,Minnesota,"44.82365697,-94.27276564","44.859713,-94.264668",4057.7,1272.9,36651,113.7
41021,Gilliam,Oregon,"45.38300763,-120.2155254","45.438181,-120.194384",6351.4,3120.44,1871,113.7
47033,Crockett,Tennessee,"35.81052244,-89.14311413","35.789488,-89.122632",2979,687.73,14586,113.6
24025,Harford,Maryland,"39.55573544,-76.31306975","39.521376,-76.310879",3819.4,1132.06,244826,113.5
39029,Columbiana,Ohio,"40.76504802,-80.77715679","40.777774,-80.730264",4203.6,1377.6,107841,113.3
21119,Knott,Kentucky,"37.35595632,-82.95543627","37.32759,-82.940555",3413.2,910.43,16346,113.1
23027,Waldo,Maine,"44.50035199,-69.14704111","44.491137,-69.086553",4918.7,1890.48,38786,113.1
48431,Sterling,Texas,"31.82781912,-101.0500746","31.839559,-100.993423",5518.6,2391.73,1143,112.8
48077,Clay,Texas,"33.782191,-98.21102022","33.828051,-98.245004",5981.4,2819.77,10752,112.6
72151,Yabucoa,Puerto Rico,"18.07087559,-65.89915538","18.068328,-65.88672",1346.3,143.01,37941,112.6
40031,Comanche,Oklahoma,"34.66218667,-98.47242076","34.629215,-98.421648",5920,2769.44,124098,112.5
19139,Muscatine,Iowa,"41.48467968,-91.11503693","41.464065,-91.078997",3782.1,1133.04,42745,112.4
18041,Fayette,Indiana,"39.63684962,-85.17797541","39.640791,-85.147496",2652.8,556.88,24277,112.4
13183,Long,Georgia,"31.74805895,-81.74648085","31.778807,-81.733663",3619.2,1036.75,14464,112.4
51045,Craig,Virginia,"37.48118819,-80.21105988","37.476038,-80.174522",3282,853.49,5190,112.3
42071,Lancaster,Pennsylvania,"40.03721784,-76.24631764","40.073653,-76.290855",5550.5,2444.46,519445,112.3
42123,Warren,Pennsylvania,"41.8133473,-79.2777974","41.851752,-79.238649",5363.8,2289.9,41815,112.1
20143,Ottawa,Kansas,"39.13240461,-97.65021919","39.096434,-97.681833",4839.7,1866.69,6091,112
18167,Vigo,Indiana,"39.42851526,-87.39310771","39.460817,-87.387985",3613.3,1044.58,107848,111.8
24021,Frederick,Maryland,"39.47385789,-77.39763425","39.432254,-77.400231",4624.4,1709.96,233385,111.8
29205,Shelby,Missouri,"39.7979959,-92.07658198","39.761774,-92.077052",4021.9,1297.23,6373,111.7
13081,Crisp,Georgia,"31.92198006,-83.77029892","31.947962,-83.777791",2966.9,705.99,23439,111.7
18003,Allen,Indiana,"41.091805,-85.06820994","41.098642,-85.122329",4609.7,1702.42,355329,111.7
